Latitude (decimal degrees):	51.437
Longitude (decimal degrees):	7.120
Elevation (m):	110
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231116:0010,0.0,0.0,0.0,7.18,4.9,0.0
20231116:0110,0.0,0.0,0.0,6.91,4.62,0.0
20231116:0210,0.0,0.0,0.0,6.58,4.21,0.0
20231116:0310,0.0,0.0,0.0,6.33,3.86,0.0
20231116:0410,0.0,0.0,0.0,6.23,3.66,0.0
20231116:0510,0.0,0.0,0.0,6.28,3.45,0.0
20231116:0610,0.0,0.0,0.0,6.19,3.17,0.0
20231116:0710,0.0,1.85,1.83,6.0,2.69,0.0
20231116:0810,81.62,109.36,9.01,6.1,2.14,0.0
20231116:0910,47.23,70.24,14.68,6.82,2.34,0.0
20231116:1010,47.87,71.16,18.41,7.31,1.86,0.0
20231116:1110,69.71,97.04,19.86,7.69,0.9,0.0
20231116:1210,55.41,80.4,18.86,8.1,1.03,0.0
20231116:1310,30.22,49.9,15.53,8.02,1.45,0.0
20231116:1410,19.4,36.04,10.19,7.95,1.72,0.0
20231116:1510,7.9,20.24,3.27,7.57,1.93,0.0
20231116:1610,0.0,0.0,0.0,7.03,2.14,0.0
20231116:1710,0.0,0.0,0.0,6.55,2.41,0.0
20231116:1810,0.0,0.0,0.0,6.29,2.62,0.0
20231116:1910,0.0,0.0,0.0,6.4,2.55,0.0
20231116:2010,0.0,0.0,0.0,6.15,2.55,0.0
20231116:2110,0.0,0.0,0.0,5.84,2.34,0.0
20231116:2210,0.0,0.0,0.0,5.34,2.14,0.0
20231116:2310,0.0,0.0,0.0,4.77,1.93,0.0
20231117:0010,0.0,0.0,0.0,4.26,1.72,0.0
20231117:0110,0.0,0.0,0.0,3.74,1.45,0.0
20231117:0210,0.0,0.0,0.0,3.29,1.31,0.0
20231117:0310,0.0,0.0,0.0,2.9,1.31,0.0
20231117:0410,0.0,0.0,0.0,2.49,1.31,0.0
20231117:0510,0.0,0.0,0.0,2.23,1.45,0.0
20231117:0610,0.0,0.0,0.0,2.11,1.31,0.0
20231117:0710,0.01,5.54,1.6,2.21,1.17,0.0
20231117:0810,41.78,62.7,8.76,2.93,1.31,0.0
20231117:0910,236.09,278.45,14.42,4.11,1.45,0.0
20231117:1010,194.59,234.08,18.16,5.35,1.59,0.0
20231117:1110,272.11,321.6,19.61,5.98,1.38,0.0
20231117:1210,109.47,141.3,18.62,6.5,1.24,0.0
20231117:1310,385.33,454.97,15.31,6.95,1.03,0.0
20231117:1410,181.88,222.51,9.99,7.02,1.1,0.0
20231117:1510,14.82,30.36,3.09,6.65,0.9,0.0
20231117:1610,0.0,0.0,0.0,5.75,0.97,0.0
20231117:1710,0.0,0.0,0.0,4.8,0.97,0.0
20231117:1810,0.0,0.0,0.0,4.26,0.97,0.0
20231117:1910,0.0,0.0,0.0,2.57,1.52,0.0
20231117:2010,0.0,0.0,0.0,1.81,1.79,0.0
20231117:2110,0.0,0.0,0.0,1.12,1.86,0.0
20231117:2210,0.0,0.0,0.0,0.96,2.0,0.0
20231117:2310,0.0,0.0,0.0,1.44,2.07,0.0
20231118:0010,0.0,0.0,0.0,2.07,2.07,0.0
20231118:0110,0.0,0.0,0.0,2.48,2.14,0.0
20231118:0210,0.0,0.0,0.0,2.99,2.28,0.0
20231118:0310,0.0,0.0,0.0,3.25,2.48,0.0
20231118:0410,0.0,0.0,0.0,3.4,2.76,0.0
20231118:0510,0.0,0.0,0.0,3.54,3.03,0.0
20231118:0610,0.0,0.0,0.0,3.7,2.9,0.0
20231118:0710,0.0,0.92,1.36,4.03,3.45,0.0
20231118:0810,63.57,88.12,8.52,4.43,3.52,0.0
20231118:0910,21.85,38.81,14.18,5.25,3.72,0.0
20231118:1010,46.69,69.31,17.91,6.12,4.21,0.0
20231118:1110,30.5,49.9,19.36,6.6,3.86,0.0
20231118:1210,33.49,53.6,18.39,6.79,4.83,0.0
20231118:1310,32.73,52.68,15.1,6.82,4.76,0.0
20231118:1410,6.96,18.48,9.8,7.04,5.1,0.0
20231118:1510,0.33,6.47,2.91,7.01,6.07,0.0
20231118:1610,0.0,0.0,0.0,7.02,6.69,0.0
20231118:1710,0.0,0.0,0.0,7.2,6.69,0.0
20231118:1810,0.0,0.0,0.0,7.45,6.28,0.0
20231118:1910,0.0,0.0,0.0,7.62,5.66,0.0
20231118:2010,0.0,0.0,0.0,8.19,5.31,0.0
20231118:2110,0.0,0.0,0.0,9.09,5.03,0.0
20231118:2210,0.0,0.0,0.0,9.97,4.83,0.0
20231118:2310,0.0,0.0,0.0,10.66,4.9,0.0
20231119:0010,0.0,0.0,0.0,11.1,5.17,0.0
20231119:0110,0.0,0.0,0.0,11.57,5.45,0.0
20231119:0210,0.0,0.0,0.0,12.07,5.93,0.0
20231119:0310,0.0,0.0,0.0,12.23,6.69,0.0
20231119:0410,0.0,0.0,0.0,11.84,6.62,0.0
20231119:0510,0.0,0.0,0.0,11.44,6.41,0.0
20231119:0610,0.0,0.0,0.0,10.98,6.07,0.0
20231119:0710,0.0,0.0,0.0,10.51,5.86,0.0
20231119:0810,193.32,236.51,8.29,10.23,6.0,0.0
20231119:0910,284.37,335.56,13.94,10.43,6.69,0.0
20231119:1010,44.87,68.39,17.66,10.95,6.07,0.0
20231119:1110,43.23,66.54,19.13,11.44,5.66,0.0
20231119:1210,118.74,153.23,18.17,11.13,6.21,0.0
20231119:1310,43.98,67.46,14.89,11.52,6.14,0.0
20231119:1410,291.79,347.11,9.61,11.27,6.83,0.0
20231119:1510,1.98,10.17,2.74,11.11,6.55,0.0
20231119:1610,0.0,0.0,0.0,10.34,6.0,0.0
20231119:1710,0.0,0.0,0.0,10.16,5.66,0.0
20231119:1810,0.0,0.0,0.0,10.12,5.72,0.0
20231119:1910,0.0,0.0,0.0,10.16,6.07,0.0
20231119:2010,0.0,0.0,0.0,9.84,6.34,0.0
20231119:2110,0.0,0.0,0.0,9.97,6.55,0.0
20231119:2210,0.0,0.0,0.0,10.02,6.48,0.0
20231119:2310,0.0,0.0,0.0,10.07,6.21,0.0
20231120:0010,0.0,0.0,0.0,10.18,6.28,0.0
20231120:0110,0.0,0.0,0.0,10.24,6.34,0.0
20231120:0210,0.0,0.0,0.0,10.17,6.34,0.0
20231120:0310,0.0,0.0,0.0,10.04,6.28,0.0
20231120:0410,0.0,0.0,0.0,9.71,6.07,0.0
20231120:0510,0.0,0.0,0.0,9.22,5.79,0.0
20231120:0610,0.0,0.0,0.0,9.03,5.79,0.0
20231120:0710,0.0,0.0,0.0,9.04,5.59,0.0
20231120:0810,70.43,97.48,8.05,8.91,5.66,0.0
20231120:0910,80.96,109.4,13.7,8.99,5.72,0.0
20231120:1010,43.64,66.54,17.43,9.51,5.17,0.0
20231120:1110,75.16,103.69,18.89,9.91,5.03,0.0
20231120:1210,315.15,371.21,17.95,10.07,4.69,0.0
20231120:1310,367.47,430.99,14.69,9.88,4.28,0.0
20231120:1410,2.0,10.17,9.43,9.91,4.0,0.0
20231120:1510,0.0,3.7,2.57,9.4,3.59,0.0
20231120:1610,0.0,0.0,0.0,8.49,3.1,0.0
20231120:1710,0.0,0.0,0.0,7.86,2.62,0.0
20231120:1810,0.0,0.0,0.0,7.43,2.21,0.0
20231120:1910,0.0,0.0,0.0,6.68,1.86,0.0
20231120:2010,0.0,0.0,0.0,6.24,1.66,0.0
20231120:2110,0.0,0.0,0.0,5.72,1.45,0.0
20231120:2210,0.0,0.0,0.0,5.14,1.31,0.0
20231120:2310,0.0,0.0,0.0,4.58,1.17,0.0
20231121:0010,0.0,0.0,0.0,4.9,0.83,0.0
20231121:0110,0.0,0.0,0.0,5.68,0.48,0.0
20231121:0210,0.0,0.0,0.0,5.89,0.55,0.0
20231121:0310,0.0,0.0,0.0,5.27,0.69,0.0
20231121:0410,0.0,0.0,0.0,5.31,0.48,0.0
20231121:0510,0.0,0.0,0.0,4.92,0.07,0.0
20231121:0610,0.0,0.0,0.0,4.59,0.55,0.0
20231121:0710,0.0,0.0,0.0,5.67,0.97,0.0
20231121:0810,97.5,127.73,7.82,6.42,1.17,0.0
20231121:0910,30.34,49.9,13.47,7.2,1.24,0.0
20231121:1010,191.6,233.1,17.19,7.74,1.45,0.0
20231121:1110,47.69,71.16,18.67,8.03,1.66,0.0
20231121:1210,55.45,80.4,17.73,8.21,1.93,0.0
20231121:1310,20.09,36.97,14.49,8.15,2.14,0.0
20231121:1410,3.54,12.94,9.25,8.0,2.34,0.0
20231121:1510,0.0,2.77,2.42,7.65,2.41,0.0
20231121:1610,0.0,0.0,0.0,7.06,2.97,0.0
20231121:1710,0.0,0.0,0.0,6.41,3.45,0.0
20231121:1810,0.0,0.0,0.0,5.81,3.38,0.0
20231121:1910,0.0,0.0,0.0,5.45,3.38,0.0
20231121:2010,0.0,0.0,0.0,4.97,3.24,0.0
20231121:2110,0.0,0.0,0.0,4.43,2.97,0.0
20231121:2210,0.0,0.0,0.0,4.05,2.69,0.0
20231121:2310,0.0,0.0,0.0,3.66,2.48,0.0
20231122:0010,0.0,0.0,0.0,3.45,2.41,0.0
20231122:0110,0.0,0.0,0.0,3.21,2.48,0.0
20231122:0210,0.0,0.0,0.0,2.74,2.41,0.0
20231122:0310,0.0,0.0,0.0,2.35,2.34,0.0
20231122:0410,0.0,0.0,0.0,2.04,2.28,0.0
20231122:0510,0.0,0.0,0.0,1.34,2.07,0.0
20231122:0610,0.0,0.0,0.0,0.87,1.79,0.0
20231122:0710,0.0,0.0,0.0,0.04,1.79,0.0
20231122:0810,187.59,222.93,7.6,0.13,1.38,0.0
20231122:0910,419.52,481.4,13.24,1.35,1.38,0.0
20231122:1010,200.73,237.77,16.97,2.08,1.1,0.0
20231122:1110,224.04,265.23,18.45,2.71,0.34,0.0
20231122:1210,605.95,715.21,17.53,3.23,1.03,0.0
20231122:1310,457.77,531.3,14.31,3.59,1.38,0.0
20231122:1410,123.39,154.39,9.08,3.68,1.86,0.0
20231122:1510,0.0,4.62,2.27,3.5,1.86,0.0
20231122:1610,0.0,0.0,0.0,3.15,2.07,0.0
20231122:1710,0.0,0.0,0.0,3.13,2.41,0.0
20231122:1810,0.0,0.0,0.0,3.08,2.83,0.0
20231122:1910,0.0,0.0,0.0,3.57,3.31,0.0
20231122:2010,0.0,0.0,0.0,3.5,3.79,0.0
20231122:2110,0.0,0.0,0.0,3.62,4.0,0.0
20231122:2210,0.0,0.0,0.0,3.67,4.14,0.0
20231122:2310,0.0,0.0,0.0,3.89,4.28,0.0
20231123:0010,0.0,0.0,0.0,4.39,4.41,0.0
20231123:0110,0.0,0.0,0.0,4.81,4.28,0.0
20231123:0210,0.0,0.0,0.0,5.47,4.28,0.0
20231123:0310,0.0,0.0,0.0,6.08,4.41,0.0
20231123:0410,0.0,0.0,0.0,6.62,4.69,0.0
20231123:0510,0.0,0.0,0.0,7.07,4.83,0.0
20231123:0610,0.0,0.0,0.0,7.43,4.76,0.0
20231123:0710,0.0,0.0,0.0,7.86,5.03,0.0
20231123:0810,14.6,29.57,7.38,8.08,5.31,0.0
20231123:0910,15.93,31.42,13.01,8.31,5.52,0.0
20231123:1010,17.97,34.19,16.74,8.6,5.59,0.0
20231123:1110,17.96,34.19,18.23,8.79,5.86,0.0
20231123:1210,17.25,33.27,17.33,9.0,5.59,0.0
20231123:1310,13.18,27.72,14.12,9.19,5.86,0.0
20231123:1410,4.58,14.79,8.92,9.38,6.0,0.0
20231123:1510,0.0,1.85,2.12,9.51,6.07,0.0
20231123:1610,0.0,0.0,0.0,9.56,6.14,0.0
20231123:1710,0.0,0.0,0.0,9.52,6.21,0.0
20231123:1810,0.0,0.0,0.0,9.52,6.28,0.0
20231123:1910,0.0,0.0,0.0,9.78,6.48,0.0
20231123:2010,0.0,0.0,0.0,9.81,6.48,0.0
20231123:2110,0.0,0.0,0.0,9.79,6.41,0.0
20231123:2210,0.0,0.0,0.0,9.69,6.28,0.0
20231123:2310,0.0,0.0,0.0,9.15,6.83,0.0
20231124:0010,0.0,0.0,0.0,7.99,6.41,0.0
20231124:0110,0.0,0.0,0.0,6.92,5.52,0.0
20231124:0210,0.0,0.0,0.0,6.33,4.9,0.0
20231124:0310,0.0,0.0,0.0,6.03,4.48,0.0
20231124:0410,0.0,0.0,0.0,5.38,4.62,0.0
20231124:0510,0.0,0.0,0.0,5.07,4.9,0.0
20231124:0610,0.0,0.0,0.0,4.78,5.17,0.0
20231124:0710,0.0,0.0,0.0,4.78,5.1,0.0
20231124:0810,46.98,69.02,7.16,4.48,5.1,0.0
20231124:0910,67.3,92.27,12.8,4.52,5.03,0.0
20231124:1010,12.19,25.88,16.53,4.3,4.97,0.0
20231124:1110,30.75,49.9,18.02,5.06,5.1,0.0
20231124:1210,76.02,102.43,17.13,4.84,5.52,0.0
20231124:1310,414.07,470.01,13.95,4.33,5.66,0.0
20231124:1410,2.09,10.17,8.76,4.39,5.31,0.0
20231124:1510,0.0,0.92,1.98,3.77,6.62,0.0
20231124:1610,0.0,0.0,0.0,3.72,6.41,0.0
20231124:1710,0.0,0.0,0.0,3.51,6.9,0.0
20231124:1810,0.0,0.0,0.0,3.31,6.76,0.0
20231124:1910,0.0,0.0,0.0,3.22,6.34,0.0
20231124:2010,0.0,0.0,0.0,3.0,6.9,0.0
20231124:2110,0.0,0.0,0.0,2.81,6.07,0.0
20231124:2210,0.0,0.0,0.0,2.68,5.1,0.0
20231124:2310,0.0,0.0,0.0,2.25,4.14,0.0
20231125:0010,0.0,0.0,0.0,1.79,3.59,0.0
20231125:0110,0.0,0.0,0.0,1.64,3.38,0.0
20231125:0210,0.0,0.0,0.0,1.71,3.24,0.0
20231125:0310,0.0,0.0,0.0,1.81,3.1,0.0
20231125:0410,0.0,0.0,0.0,1.92,3.1,0.0
20231125:0510,0.0,0.0,0.0,1.96,3.31,0.0
20231125:0610,0.0,0.0,0.0,2.3,3.66,0.0
20231125:0710,0.0,0.0,0.0,2.23,4.14,0.0
20231125:0810,23.31,40.21,6.95,2.39,4.48,0.0
20231125:0910,21.38,37.89,12.58,2.94,3.86,0.0
20231125:1010,24.23,41.59,16.32,3.62,3.72,0.0
20231125:1110,33.11,52.68,17.82,4.59,5.52,0.0
20231125:1210,22.58,39.74,16.95,5.32,5.31,0.0
20231125:1310,18.25,34.19,13.78,5.69,4.76,0.0
20231125:1410,17.55,33.27,8.61,5.63,5.03,0.0
20231125:1510,0.0,1.85,1.85,5.45,4.69,0.0
20231125:1610,0.0,0.0,0.0,4.62,4.41,0.0
20231125:1710,0.0,0.0,0.0,4.04,3.31,0.0
20231125:1810,0.0,0.0,0.0,3.57,2.69,0.0
20231125:1910,0.0,0.0,0.0,3.0,2.9,0.0
20231125:2010,0.0,0.0,0.0,2.4,2.28,0.0
20231125:2110,0.0,0.0,0.0,1.84,2.0,0.0
20231125:2210,0.0,0.0,0.0,1.27,1.86,0.0
20231125:2310,0.0,0.0,0.0,0.81,1.79,0.0
20231126:0010,0.0,0.0,0.0,0.43,1.86,0.0
20231126:0110,0.0,0.0,0.0,0.11,1.93,0.0
20231126:0210,0.0,0.0,0.0,0.16,1.86,0.0
20231126:0310,0.0,0.0,0.0,0.33,2.0,0.0
20231126:0410,0.0,0.0,0.0,0.38,2.14,0.0
20231126:0510,0.0,0.0,0.0,0.52,2.21,0.0
20231126:0610,0.0,0.0,0.0,0.71,2.28,0.0
20231126:0710,0.0,0.0,0.0,1.51,2.14,0.0
20231126:0810,13.01,26.8,6.75,1.91,2.21,0.0
20231126:0910,93.27,120.44,12.38,2.94,3.17,0.0
20231126:1010,58.84,82.69,16.11,3.75,3.52,0.0
20231126:1110,127.62,159.11,17.63,4.4,3.66,0.0
20231126:1210,298.73,345.69,16.77,5.05,3.86,0.0
20231126:1310,43.77,65.62,13.62,5.08,3.52,0.0
20231126:1410,9.54,22.18,8.47,4.83,3.24,0.0
20231126:1510,0.0,2.77,1.73,4.75,3.17,0.0
20231126:1610,0.0,0.0,0.0,4.61,3.1,0.0
20231126:1710,0.0,0.0,0.0,4.54,3.1,0.0
20231126:1810,0.0,0.0,0.0,4.55,3.24,0.0
20231126:1910,0.0,0.0,0.0,4.57,3.52,0.0
20231126:2010,0.0,0.0,0.0,4.34,3.66,0.0
20231126:2110,0.0,0.0,0.0,4.0,3.66,0.0
20231126:2210,0.0,0.0,0.0,3.64,3.31,0.0
20231126:2310,0.0,0.0,0.0,3.34,3.1,0.0
20231127:0010,0.0,0.0,0.0,3.26,3.03,0.0
20231127:0110,0.0,0.0,0.0,3.14,3.17,0.0
20231127:0210,0.0,0.0,0.0,3.11,3.38,0.0
20231127:0310,0.0,0.0,0.0,2.89,3.72,0.0
20231127:0410,0.0,0.0,0.0,2.5,3.72,0.0
20231127:0510,0.0,0.0,0.0,2.25,3.79,0.0
20231127:0610,0.0,0.0,0.0,1.87,3.79,0.0
20231127:0710,0.0,0.0,0.0,1.57,4.0,0.0
20231127:0810,9.08,21.26,6.55,1.55,4.34,0.0
20231127:0910,4.81,14.79,12.17,1.65,4.55,0.0
20231127:1010,22.25,38.81,15.92,1.74,4.55,0.0
20231127:1110,29.67,48.06,17.44,2.16,4.62,0.0
20231127:1210,31.11,49.9,16.59,2.75,4.69,0.0
20231127:1310,31.03,49.9,13.46,3.19,4.48,0.0
20231127:1410,17.05,32.35,8.33,3.37,4.34,0.0
20231127:1510,0.0,0.92,1.61,3.5,4.0,0.0
20231127:1610,0.0,0.0,0.0,3.63,3.93,0.0
20231127:1710,0.0,0.0,0.0,3.74,3.79,0.0
20231127:1810,0.0,0.0,0.0,3.87,3.45,0.0
20231127:1910,0.0,0.0,0.0,1.93,2.14,0.0
20231127:2010,0.0,0.0,0.0,1.77,1.86,0.0
20231127:2110,0.0,0.0,0.0,1.55,2.0,0.0
20231127:2210,0.0,0.0,0.0,1.19,2.62,0.0
20231127:2310,0.0,0.0,0.0,0.94,3.24,0.0
20231128:0010,0.0,0.0,0.0,0.84,3.93,0.0
20231128:0110,0.0,0.0,0.0,0.81,4.34,0.0
20231128:0210,0.0,0.0,0.0,0.79,4.9,0.0
20231128:0310,0.0,0.0,0.0,0.62,5.38,0.0
20231128:0410,0.0,0.0,0.0,0.38,5.45,0.0
20231128:0510,0.0,0.0,0.0,0.14,5.31,0.0
20231128:0610,0.0,0.0,0.0,-0.21,5.1,0.0
20231128:0710,0.0,0.0,0.0,-0.71,4.69,0.0
20231128:0810,106.78,133.71,6.35,-0.94,3.93,0.0
20231128:0910,167.42,197.3,11.98,-0.63,4.41,0.0
20231128:1010,92.51,118.29,15.72,-0.1,4.41,0.0
20231128:1110,18.76,34.19,17.26,0.29,3.59,0.0
20231128:1210,26.84,44.36,16.42,0.68,3.17,0.0
20231128:1310,20.87,36.97,13.31,0.87,3.1,0.0
20231128:1410,7.22,18.48,8.2,0.82,3.03,0.0
20231128:1510,0.0,0.92,1.5,0.42,2.28,0.0
20231128:1610,0.0,0.0,0.0,-0.34,1.72,0.0
20231128:1710,0.0,0.0,0.0,-1.13,1.66,0.0
20231128:1810,0.0,0.0,0.0,-2.03,1.93,0.0
20231128:1910,0.0,0.0,0.0,-2.32,2.62,0.0
20231128:2010,0.0,0.0,0.0,-2.26,3.1,0.0
20231128:2110,0.0,0.0,0.0,-1.83,3.59,0.0
20231128:2210,0.0,0.0,0.0,-1.35,4.07,0.0
20231128:2310,0.0,0.0,0.0,-1.02,4.41,0.0
20231129:0010,0.0,0.0,0.0,-0.89,4.69,0.0
20231129:0110,0.0,0.0,0.0,-0.98,4.76,0.0
20231129:0210,0.0,0.0,0.0,-0.76,4.83,0.0
20231129:0310,0.0,0.0,0.0,-0.75,5.03,0.0
20231129:0410,0.0,0.0,0.0,-0.46,5.17,0.0
20231129:0510,0.0,0.0,0.0,-0.19,5.38,0.0
20231129:0610,0.0,0.0,0.0,0.2,5.59,0.0
20231129:0710,0.0,0.0,0.0,-0.13,5.52,0.0
20231129:0810,33.67,52.41,6.16,0.21,5.52,0.0
20231129:0910,7.85,19.41,11.79,0.72,5.38,0.0
20231129:1010,53.42,75.78,15.54,1.39,4.62,0.0
20231129:1110,27.42,45.28,17.08,2.01,4.41,0.0
20231129:1210,46.76,68.39,16.26,2.32,3.93,0.0
20231129:1310,42.76,63.77,13.17,2.42,3.17,0.0
20231129:1410,34.59,53.93,8.08,2.22,2.48,0.0
20231129:1510,0.0,0.92,1.39,1.5,1.72,0.0
20231129:1610,0.0,0.0,0.0,0.59,1.86,0.0
20231129:1710,0.0,0.0,0.0,-0.13,1.86,0.0
20231129:1810,0.0,0.0,0.0,-0.35,1.72,0.0
20231129:1910,0.0,0.0,0.0,-0.5,1.93,0.0
20231129:2010,0.0,0.0,0.0,-0.76,1.93,0.0
20231129:2110,0.0,0.0,0.0,-0.63,1.72,0.0
20231129:2210,0.0,0.0,0.0,-0.6,1.52,0.0
20231129:2310,0.0,0.0,0.0,-0.44,1.31,0.0
20231130:0010,0.0,0.0,0.0,-0.26,1.31,0.0
20231130:0110,0.0,0.0,0.0,-0.13,1.31,0.0
20231130:0210,0.0,0.0,0.0,-0.02,1.24,0.0
20231130:0310,0.0,0.0,0.0,-0.34,1.31,0.0
20231130:0410,0.0,0.0,0.0,-0.25,1.17,0.0
20231130:0510,0.0,0.0,0.0,-0.56,1.24,0.0
20231130:0610,0.0,0.0,0.0,-0.54,1.17,0.0
20231130:0710,0.0,0.0,0.0,-1.8,1.72,0.0
20231130:0810,74.25,98.24,5.97,-1.6,1.52,0.0
20231130:0910,216.87,251.85,11.6,-0.72,1.31,0.0
20231130:1010,510.12,587.16,15.36,0.58,1.1,0.0
20231130:1110,575.54,673.79,16.91,1.8,0.83,0.0
20231130:1210,516.78,605.71,16.11,2.59,0.55,0.0
20231130:1310,461.6,539.03,13.03,2.96,0.62,0.0
20231130:1410,50.55,72.71,7.97,2.52,0.9,0.0
20231130:1510,0.0,0.0,0.0,1.86,1.17,0.0
20231130:1610,0.0,0.0,0.0,1.19,1.45,0.0
20231130:1710,0.0,0.0,0.0,0.18,1.72,0.0
20231130:1810,0.0,0.0,0.0,-0.22,1.59,0.0
20231130:1910,0.0,0.0,0.0,-1.17,1.59,0.0
20231130:2010,0.0,0.0,0.0,-1.49,1.45,0.0
20231130:2110,0.0,0.0,0.0,-1.85,1.52,0.0
20231130:2210,0.0,0.0,0.0,-2.09,1.66,0.0
20231130:2310,0.0,0.0,0.0,-2.06,1.66,0.0
20231201:0010,0.0,0.0,0.0,-1.9,1.72,0.0
20231201:0110,0.0,0.0,0.0,-2.02,1.93,0.0
20231201:0210,0.0,0.0,0.0,-1.7,2.0,0.0
20231201:0310,0.0,0.0,0.0,-1.74,2.07,0.0
20231201:0410,0.0,0.0,0.0,-1.53,2.07,0.0
20231201:0510,0.0,0.0,0.0,-1.66,2.14,0.0
20231201:0610,0.0,0.0,0.0,-1.66,2.28,0.0
20231201:0710,0.0,0.0,0.0,-2.1,2.07,0.0
20231201:0810,9.91,22.18,5.79,-1.93,2.55,0.0
20231201:0910,13.95,27.72,11.42,-1.54,2.83,0.0
20231201:1010,16.02,30.5,15.18,-1.06,3.24,0.0
20231201:1110,18.14,33.27,16.75,-0.76,3.24,0.0
20231201:1210,16.68,31.42,15.96,-0.42,3.17,0.0
20231201:1310,14.55,28.65,12.91,-0.26,3.17,0.0
20231201:1410,4.87,14.79,7.86,-0.36,3.17,0.0
20231201:1510,0.0,0.0,0.0,-0.73,2.83,0.0
20231201:1610,0.0,0.0,0.0,-1.48,2.62,0.0
20231201:1710,0.0,0.0,0.0,-2.33,2.69,0.0
20231201:1810,0.0,0.0,0.0,-2.99,2.55,0.0
20231201:1910,0.0,0.0,0.0,-3.06,2.55,0.0
20231201:2010,0.0,0.0,0.0,-3.38,2.41,0.0
20231201:2110,0.0,0.0,0.0,-3.55,2.41,0.0
20231201:2210,0.0,0.0,0.0,-3.63,2.48,0.0
20231201:2310,0.0,0.0,0.0,-3.75,2.28,0.0
20231202:0010,0.0,0.0,0.0,-3.81,2.28,0.0
20231202:0110,0.0,0.0,0.0,-3.72,2.34,0.0
20231202:0210,0.0,0.0,0.0,-3.7,2.28,0.0
20231202:0310,0.0,0.0,0.0,-3.62,2.21,0.0
20231202:0410,0.0,0.0,0.0,-3.51,2.14,0.0
20231202:0510,0.0,0.0,0.0,-3.48,2.14,0.0
20231202:0610,0.0,0.0,0.0,-3.15,1.93,0.0
20231202:0710,0.0,0.0,0.0,-2.9,1.66,0.0
20231202:0810,31.58,49.45,5.61,-2.87,1.59,0.0
20231202:0910,82.88,106.83,11.25,-2.51,1.72,0.0
20231202:1010,452.47,509.26,15.02,-2.15,1.66,0.0
20231202:1110,590.03,671.34,16.59,-1.75,1.72,0.0
20231202:1210,625.71,714.83,15.82,-1.37,1.86,0.0
20231202:1310,343.32,387.86,12.79,-1.09,2.07,0.0
20231202:1410,9.2,21.26,7.76,-0.93,2.34,0.0
20231202:1510,0.0,0.0,0.0,-0.87,2.14,0.0
20231202:1610,0.0,0.0,0.0,-0.95,1.93,0.0
20231202:1710,0.0,0.0,0.0,-1.07,1.93,0.0
20231202:1810,0.0,0.0,0.0,-1.29,2.21,0.0
20231202:1910,0.0,0.0,0.0,-1.01,2.9,0.0
20231202:2010,0.0,0.0,0.0,-0.94,3.03,0.0
20231202:2110,0.0,0.0,0.0,-1.13,3.17,0.0
20231202:2210,0.0,0.0,0.0,-1.01,2.9,0.0
20231202:2310,0.0,0.0,0.0,-0.93,3.1,0.0
20231203:0010,0.0,0.0,0.0,-0.82,2.9,0.0
20231203:0110,0.0,0.0,0.0,-0.69,2.9,0.0
20231203:0210,0.0,0.0,0.0,-0.59,3.24,0.0
20231203:0310,0.0,0.0,0.0,-0.48,3.24,0.0
20231203:0410,0.0,0.0,0.0,-0.38,3.31,0.0
20231203:0510,0.0,0.0,0.0,-0.35,2.9,0.0
20231203:0610,0.0,0.0,0.0,-0.75,2.83,0.0
20231203:0710,0.0,0.0,0.0,-0.64,2.83,0.0
20231203:0810,60.44,83.07,5.44,-0.77,2.9,0.0
20231203:0910,413.8,466.82,11.08,-0.34,2.69,0.0
20231203:1010,473.2,532.91,14.85,0.34,3.17,0.0
20231203:1110,594.15,673.04,16.44,1.05,3.59,0.0
20231203:1210,511.77,577.85,15.69,1.25,3.59,0.0
20231203:1310,520.83,589.42,12.67,1.11,3.38,0.0
20231203:1410,139.32,169.33,7.66,0.79,3.24,0.0
20231203:1510,0.0,0.0,0.0,0.25,3.59,0.0
20231203:1610,0.0,0.0,0.0,-0.28,4.07,0.0
20231203:1710,0.0,0.0,0.0,-0.43,4.34,0.0
20231203:1810,0.0,0.0,0.0,-0.41,4.69,0.0
20231203:1910,0.0,0.0,0.0,-0.61,4.83,0.0
20231203:2010,0.0,0.0,0.0,-0.71,4.41,0.0
20231203:2110,0.0,0.0,0.0,-0.85,4.76,0.0
20231203:2210,0.0,0.0,0.0,-0.64,4.83,0.0
20231203:2310,0.0,0.0,0.0,-0.34,5.1,0.0
20231204:0010,0.0,0.0,0.0,0.0,5.17,0.0
20231204:0110,0.0,0.0,0.0,0.1,5.1,0.0
20231204:0210,0.0,0.0,0.0,0.1,4.97,0.0
20231204:0310,0.0,0.0,0.0,0.07,4.9,0.0
20231204:0410,0.0,0.0,0.0,0.06,4.76,0.0
20231204:0510,0.0,0.0,0.0,0.06,4.83,0.0
20231204:0610,0.0,0.0,0.0,0.01,4.97,0.0
20231204:0710,0.0,0.0,0.0,-0.42,5.45,0.0
20231204:0810,3.74,12.94,5.28,-0.19,5.38,0.0
20231204:0910,51.81,73.27,10.92,0.21,5.45,0.0
20231204:1010,59.25,82.03,14.7,0.67,5.79,0.0
